415,The Best Veggie Burgers Ever!,forampen,15M,30M,45M,2006-05-16,These will be the best veggie burgers you will ever eat!    You will never ever go back to soy burgers again!!,{NA},"{""4 -6"", ""6 -8"", ""1/2"", ""1"", ""2"", ""1 1/2"", ""1 1/2"", NA, ""1"", ""1"", ""1"", NA, ""1"", ""1/2"", ""1/2"", ""1"", NA, ""1"", ""1"", ""1"", NA, NA, NA, NA}","{""potatoes"", ""peas"", ""string bean"", ""carrots"", ""ginger paste"", ""green chilies"", ""salt"", ""sugar"", ""carrot"", ""cabbage"", ""mayonnaise"", ""pepper"", ""salt"", ""sugar"", ""lettuce"", ""tomatoes"", ""onion"", ""cucumber"", ""mustard"", ""mayonnaise"", ""ketchup""}",0,0,0,"{""Directions:"", ""Boil the potatoes till soft, peel off skin and mash them in a big bowl."", ""Boil the peas, carrots and string beans till soft and add to mashed potatoes and mash the whole mixture well."", ""Add the ginger and green chilly paste. Add salt and sugar and mix well."", ""Make round patties by scooping up handfuls and shaping them and place on a dish covered with foil. Cover the patties with foil after done."", ""Coleslaw."", ""Mix all the ingredients mentioned in a big bowl till well incorporated."", 
""Keep aside in refrigerator."", ""Now take a flat skillet, heat it, pour a small amount of oil on it and place the patties to cook."", ""Lower heat to medium and cook on both sides till golden brown."", ""{Note: For this step, you can also roll the patties in breadcrumbs before cooking}."", ""Take a burger bun, place it on the skillet and lightly heat on both side till it shows some color."", ""Take a dish, place the bottom half of the bun on it, and spread some mustard and mayonnaise on it. Put a couple of lettuce leaves on top of it."", 
""Now place the cooked patty on it."", ""On the patty, put some coleslaw and place one or two slices each of tomato, onion and cucumber."", ""Close the top of the bun and take a BIG JUICY bite!"", ""These should be served with ketchup and fries on the side. The patties are good enough to eat as is also, if you do not want to make a burger."", ""These are the best burgers you will eat, both juicy and flavorful unlike the dry patties you get elsewhere.""}"
416,Sweet and Sassy Popcorn and Nuts,dojemi,15M,30M,45M,2006-05-16,"A delicious recipe from Chef Christine Merlo.  &quot;Brown sugar adds a hint of sweetness to this snack time creation as popcorn and nuts combine for the ultimate crunchy snack.    Just when you think the sweet and salty flavors of the popcorn and nuts are the only taste combination, your mouth gets a big surprise as cayenne pepper kicks the flavor up to a whole new level.&quot;",{NA},"{""1"", ""1/2"", ""2"", ""1"", ""1/4"", ""1/2"", ""1/4"", ""3"", ""1"", NA}","{""sugar"", ""water"", ""kosher salt"", ""cayenne pepper"", ""brown sugar"", ""brown sugar"", ""salt""}",0,0,0,"{""Preheat the oven to 300 degrees."", ""In a saucepan over medium heat, combine the sugar and water."", ""Heat and stir the mixture until the sugar is dissolved."", ""Remove the saucepan from the stove."", ""When the mixture has cooled, stir in the nuts to coat with the sugar mixture."", ""Add the salt and cayenne pepper�taste and adjust seasoning if needed."", ""Place a piece of parchment on a baking sheet."", ""Spread the nuts out onto the sheet and place them in the oven to dry."", ""Remove and cool.  Set aside until you pop the popcorn."", 
""In a pot with high sides and a tight fitting lid, add the oil and brown sugar. Stir to combine."", ""Toss in 3 kernels of popcorn and with the lid off, heat the oil and kernels on high heat."", ""When the first two kernels of popcorn have popped, remove the pot from the stove and add the remaining popcorn kernels and place the lid on the pot."", ""Return the pot to the stove and begin shaking the pot constantly until you can not long hear the popcorn pop."", ""Remove the pot from the stove immediately, and carefully pour the popcorn into a large bowl."", 
""Sprinkle with salt."", ""Add the cooled nuts to the popcorn and toss to combine."", ""Enjoy!""}"
417,Delicious Corn Snack,forampen,5M,0S,5M,2006-05-16,"When you come home hungry from work, this is an easy snack to prepare and takes only five minutes!    Very healthy too!",{NA},"{""1"", NA, NA, NA, ""1"", ""1""}","{""salt"", ""sugar"", ""pepper"", ""butter""}",5,1,1,"{""Take a skillet with a medium deep bottom, heat it and add about one generous cup of the corn."", ""Heat on medium heat and keep stirring so that the corn browns evenly"", ""Once it is brown, add the salt, pepper and sugar to it and stir on high heat for 30 seconds."", ""Serve hot in a bowl and eat!""}"
418,Fresh Green Beans With Gingered Walnuts,COOKGIRl,30M,0S,30M,2006-05-16,"From The Sugar Solution book-slightly altered. Asparagus, yellow wax beans or broccolini can be substituted for the green beans if you wish. Serve hot or at room temperature. *FRESH* ginger only!","{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/41/picjvpcyq.jpg""}","{""1"", ""1"", ""1"", ""1"", ""3/4"", ""1"", ""2"", ""1"", NA}","{""canola oil"", ""soy sauce"", ""gingerroot"", ""galangal"", ""garlic clove"", ""walnut halves"", ""green beans"", ""fresh lime juice"", ""fresh lemon juice"", ""olive oil"", ""cilantro leaf""}",4,1,4,"{""Preheat oven to 250 degrees."", ""On a baking sheet spread the canola oil and heat up in the oven. Once the pan is hot, remove from oven and add the soy sauce, fresh ginger, garlic and walnut halves. Stir to coat."", ""Bake, stirring occasionally, for about 25 minutes, or until walnuts are browned and crisp."", ""Remove the pan from the oven and set the nuts on a paper towel to drain and cool."", ""In a medium saucepan, steam the green beans for approximately 5 minutes, or until crisp-tender. Drain and toss the beans with the toasted walnuts, lime juice and olive oil in a serving bowl."", 
""Garnish with cilantro leaves if desired.""}"
419,Chocolate Cream Pie,AlaninSWFlorida,10M,45M,55M,2006-05-16,"Would you call this a retro dessert? This is the pie I remember eyeing the moment I walked into one of those old-fashioned diners. Give your children (or grandchildren) a taste of those &quot;happy days&quot; with this wonderful, simple-to-make dessert. Prep time does not include chilling.",{NA},"{NA, ""1 3/4"", ""1/3"", ""1"", ""3"", ""1"", ""1/4"", ""1"", ""1 1/4"", ""1"", ""4"", ""2"", ""1"", ""2"", ""2"", ""1""}","{""unsalted butter"", ""sugar"", ""cornstarch"", ""salt"", ""half-and-half"", ""milk"", ""sugar"", ""unsalted butter"", ""vanilla extract"", ""heavy cream"", ""sugar"", ""vanilla extract""}",0,0,12,"{""Crust: Preheat oven to 350 degrees Fahrenheit. With cooking spray, coat a 9-inch deep-dish pie plate. In a medium bowl, mix crust ingredients; reserve 1 tablespoon crumb mixture for garnish. Press remaining crumb mixture onto bottom and sides of prepared pie plate. Bake until crust looks puffed and is set, 10 minutes. Cool on wire rack."", ""Filling: In bowl, whisk cornstarch, cocoa powder, and salt; whisk in half-and-half. In saucepan, heat milk, sugar and chocolate over medium heat, stirring, to melt chocolate. Whisk in half-and-half mixture. Cook, whisking, until filling begins to bubble; cook, whisking, until very thick, 1 minute. Off heat, whisk in butter and vanilla. Spread in prepared crust; cover. Chill thoroughly, 4 hours."", 
""Topping: Whip cream, sugar, and vanilla. Spread over filling; sprinkle top with reserved crumb mixture.""}"
420,Croque Monsieur,AlaninSWFlorida,NA,15M,15M,2006-05-16,Make and share this Croque Monsieur recipe from Food.com.,{NA},"{""8"", ""8"", ""8"", ""1"", ""2""}","{""Dijon mustard"", ""smoked ham"", ""cooked ham"", ""gruyere cheese"", ""unsalted butter""}",0,0,4,"{""Spread 1 side of each bread slice with mustard. Top each of 4 slices with 2 slices ham {folded to fit, if necessary}, then 1/4 cup cheese. Top with remaining bread, mustard sides down. Spread both sides of sandwiches with butter."", ""Preheat stove-top grill pan. Grill sandwiches 6 minutes, turning once, until lightly toasted and cheese is melted.""}"
421,Kalakand,BhartiAgrawal,20M,5M,25M,2006-05-16,"Type of Meal : Teatime, Party, Festive, Dinner, Brunch.  Type of Dish:  Microwave, Indian sweets, Desserts",{NA},"{""2"", ""2"", ""1  - 1 1/2"", ""4"", ""1"", NA, NA, NA}","{""powdered milk"", ""ricotta cheese"", ""sugar"", ""butter"", ""cardamom powder"", ""cashew nuts"", ""saffron""}",4,1,0,"{""Place milk powder, sugar, and ricotta cheese in microwave-able bowl and mix well."", ""Add butter and mix thoroughly, the mixture should be smooth with very thick consistency."", ""Microwave it for 5 minutes {in 700 watts microwave}."", ""Stir it, again microwave it for 4 minutes."", ""Repeat step 4 until it becomes golden brown in color."", ""Mix 2-3 threads of saffron."", ""Allow it to cool, garnish it with cardamom powder, cashew nuts, and almonds."", ""Serve warm or cool {depending upon the taste}.""}"
422,Puto,sweetbabygurl1b4u,NA,20M,20M,2006-05-16,Make and share this Puto recipe from Food.com.,{NA},"{""2"", ""1 1/2"", ""2"", ""1  - 1 1/2"", ""4"", ""2"", NA}","{""rice"", ""water"", ""baking powder"", ""white sugar"", ""sugar"", ""coconut""}",0,0,4,"{""You may use long grain."", ""In a heavy duty blender, puree soaked rice in water until very fine."", ""Pour in a bowl; add sugar and 2 teaspoons baking powder."", ""Mix well and set aside."", ""Beat egg whites until stiff."", ""Add 2 tablespoons sugar to keep the air in the beaten egg whites."", ""Fold the egg whites into the beaten rice batter and pour into muffin pans."", ""Steam for about 20 minutes or until done. {Optional: Sprinkle a few anise seeds on top of the puto} Serve with grated coconut."", ""Note: You may use basket steamer in a wok half filled with water.""
}"
423,Grilled Cherry Tomato &amp; Goats' Cheese,AlaCarte,10M,15M,25M,2006-05-16,Another classic summer dish.  Use my Summer Vinaigrette recipe.  (About the Goat Cheese - try to find one that has a rind - that way it is easier to grill it and it won't fall apart).,{NA},"{""1"", ""2"", NA, ""1/2"", ""1/2"", ""4""}","{""cherry tomatoes"", ""shallots"", ""of fresh mint""}",0,0,4,"{""Preheat the grill.  Put the tomatoes in a single layer on a cookie sheet or grill pan.  Place under the grill.  Keep an eye on them, and when they have split and gone a bit darkened or are starting to blister, take them out from under the grill."", ""Transfer tomatoes to a dish."", ""Sprinkle the chopped shallot on the tomatoes, and add a good amount of vinaigrette.  Stir and leave for an hour or so."", ""Stir the chopped mint leaves into the cream.  Season well with salt and fresh ground pepper.  Spoon this over the tomatoes and mix {gently}."", 
""Preheat the grill again.   Cut the goat cheese into 4 thick rounds, or 8 thin ones, and grill until the surface is a bit bubbly."", ""Meanwhile divide the salad onto 4 plates.  Watch the cheese carefully and when it is done, lift a round or two onto each salad."", ""Note:  if you're watching fat - omit the cream and just add the mint to the vinaigrette.""}"
424,Orange-Cranberry Muffins,MelD,20M,10M,30M,2006-05-16,Make and share this Orange-Cranberry Muffins recipe from Food.com.,{NA},"{""1"", ""1/2"", ""1"", ""1/4"", ""1 1/2"", ""1"", ""1"", ""1/2"", ""1/2""}","{""orange"", ""egg"", ""flour"", ""baking powder"", ""baking soda"", ""sugar"", ""dried cranberries""}",0,0,12,"{""Cut up orange into 8 sections and blend in blender with juice, egg, and oil until smooth."", ""Mix remaining dry ingredients."", ""Pour blended wet into dry and mix until just moistened."", ""Distribute in greased muffin pan and bake at 375F for 15-20 minutes.""}"
425,Italian Cheesecake,LawlessRanch,1H20M,25M,1H45M,2006-05-16,Make and share this Italian Cheesecake recipe from Food.com.,{NA},"{""3 1/2"", ""1/2"", ""3"", ""1/3"", ""3"", ""5"", ""3/4"", ""1"", ""1"", ""1/2"", ""1/2""}","{""ricotta cheese"", ""golden raisin"", ""kirsch"", ""blackberry brandy"", ""unsalted butter"", ""eggs"", ""sugar"", ""lemon, zest of"", ""orange, zest of"", ""heavy cream"", ""pine nuts""}",0,0,0,"{""Place the ricotta in a cheesecloth-lined sieve and drain over a bowl for about 8 hours.  Squeeze out excess liquid."", ""Combine raisins and liquor in a small bowl, tossing occasionally until the raisins have absorbed most of the liquid.  Be sure to save the liquid."", ""Brush a 9-inch springform pan with enough butter to coat lightly. Sprinkle with breadcrumbs and shake out the excess.  Prehead the oven to 375 degrees Farenheit."", ""In a large bowl, beat the egg yolks and sugar with a whisk until pale yellow.  Add the drained ricotta, lemon and orange zest and beat until blended thoroughly. Beat in the cream.  With a rubber spatula, fold in the pine nuts and the raisins with the liquor, blending well."", 
""Beat the egg whites in a separate bowl until they form firm peaks.  Fold about 1/4 of the egg whites to the ricotta mixture.  Add the remaining egg whites, using a rubber spatula to scrape the batter from the bottom of the bowl up over the whites.  Pour the mixture into the prepared pan and bake until the cake is golden brown on top and set in the center, about 1 hour and 10 minutes."", ""Cool the cake completely before removing the sides of the pan.  The cake may be served either at room temperature or chilled.""
}"
426,Breakfast Sushi,RoadXTRIP,30M,10M,40M,2006-05-16,Make and share this Breakfast Sushi recipe from Food.com.,{NA},"{""4"", ""4"", ""6"", ""4"", ""3""}","{""eggs"", ""sushi rice""}",0,0,4,"{""If you only have a certain amount of time before work or school, simply cook the sushi rice the night before so you can just pop it into the microwave for 30-45 secs."", ""Fry 1 slice of Spam. While spam is frying take the microwaved rice and pure the Sushi Seasoning on it and mix it around."", ""When Spam is ready cut it in half and set aside. Batter 2 eggs at a time and fry the 2 battered eggs."", ""Start laying a the rice on the seaweed and flatten it out in a think layer."", ""Put the 2 halves of spam on top of the rice. {one on top and one on the bottom} Cut the fried egg in half and place the egg on top of the spam. {since the egg is a little big on the curve, fold it in half."", 
""Then roll."", ""Repeat the steps for the next roll. {If you used this recipe you will get at least 4 rolls. if you don't want that much lessen the ingredients. It'll take about an hour in total if just now cooking the rice.}  HOPE YOU ENJOY THE BREAKFAST SUSHI!""}"
427,Steven Raichlen's Brined Chicken..worth the Time!!,Loves2Teach,2H,15M,2H15M,2006-05-16,"Steven Raichlen's Brined Chicken  I love the way Steven Raichlen, author of &quot;The Barbecue! Bible,&quot; uses brining to tenderize meat and to add flavor. I also love the way the sugar in the brine caramelizes the chicken as it grills.",{NA},"{""4"", ""1/4"", ""1/4"", ""12"", ""1"", ""2"", ""1"", ""3"", ""1"", ""1"", ""2""}","{""boneless skinless chicken breast halves"", ""coarse salt"", ""dark brown sugar"", ""black peppercorns"", ""red chili pepper"", ""bay leaves"", ""hot water"", ""cold water"", ""lemon"", ""onion"", ""garlic cloves""}",0,0,4,"{""Rinse chicken under cold, running water and blot dry with paper towels. Arrange in a nonreactive baking dish."", ""Make the brine: Place the salt, brown sugar, peppercorns, chili pepper and bay leaves in a large, nonreactive bowl. Add the hot water, then whisk until the salt and brown sugar dissolve; stir in the cold water. Let brine come to room temperature."", ""Pour over the chicken and stir in the lemon slices, onion and garlic. Cover the dish with plastic wrap and let stand in the refrigerator for 2 hours, turning the chicken once or twice."", 
""Preheat the grill until coals are hot. When ready to cook, brush and oil the grate."", ""Arrange the breasts on the hot grate, all facing the same direction, at a 45-degree angle to the bars of the grate."", ""Cook the chicken over high heat, 4 to 6 minutes per side, rotating the breasts 90 degrees after 2 minutes on each side to create an attractive crosshatch of grill marks. {To test for doneness, remove a breast from the grill and poke the thickest part with your finger. It should feel firm to the touch.}"", 
""Transfer the chicken to a decorative platter and serve.""}"
428,Bacon and Avocado Sandwiches,kiwidutch,15M,20M,35M,2006-05-16,"These are SUPER GOOD! I just love bacon with anything..especially with avocado.  OK a glass of Chardonnay and some yummy kettle chips.Please note: this is an adopted recipe and I hope to make it soonest. If you make it before I do, I would appreciate feedback, Thanks ! ZWT REGION: United States of America.","{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/52/pichYHJVQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/52/picAeNV3L.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/52/piczPTqNi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/52/pic4EqMze.jpg""}","{""6"", ""5"", ""3"", ""2"", ""1"", ""1"", ""4"", ""1/2""}","{""bacon"", ""mayonnaise"", ""fresh chives"", ""fresh dill"", ""fresh lemon juice"", ""radish sprouts""}",5,7,2,"{""Cook bacon in a 12-inch heavy skillet over moderate heat, turning occasionally, until crisp, then transfer with tongs to paper towels to drain."", ""Stir together mayonnaise, chives, dill, and salt and pepper to taste in a small bowl."", ""Halve, pit, and peel avocado, then slice lengthwise. Gently toss slices with lemon juice."", ""Make sandwiches with toast, herb mayonnaise, avocado, bacon, and sprouts, seasoning with salt and pepper.""}"
429,Grilled Corn and Shrimp Salad,kiwidutch,15M,25M,40M,2006-05-16,"Summer is the best time for corn, and we especially love corn grilled.  This is a great refreshing summer salad, or double for a main dish. Serve with crusty french bread and a good chardonnay. Please note: this is an adopted recipe and I hope to make it soonest. If you make it before I do, I would appreciate feedback, Thanks ! ZWT REGION: Mexico.",{NA},"{""6"", ""1/3"", NA, ""1"", ""1"", ""1"", ""1/3"", ""3"", ""1"", ""2""}","{""corn"", ""olive oil"", ""olive oil"", ""medium shrimp"", ""red onion"", ""jalapeno chile"", ""fresh coriander"", ""fresh lemon juice"", ""white wine vinegar"", ""watercress""}",0,0,6,"{""Brush the corn with some of the additional oil and grill it on a rack set about 6 inches over glowing coals, turning it, for 15 minutes, or until it is golden brown. Let the corn cool until it can be handled."", ""Working over a bowl, with serrated knife cut the kernels from the cobs and with the back of the knife scrape the pulp from the cobs."", ""Brush the shrimp with some of the additional oil, grill them on the rack, turning them, for 6 to 8 minutes, or until they are cooked through, and transfer them to the bowl. Stir in the onion, the jalape�o, and the coriander."", 
""In a small bowl whisk together the lemon juice, the vinegar, and salt and pepper to taste, add the remaining 1/3 cup oil in a stream, whisking, and whisk the dressing until it is emulsified."", ""Pour the dressing over the corn mixture and combine the salad well. Divide the watercress among 6 plates and spoon the salad over it.""}"
430,Roasted Garlic Potato Salad,rutledgemandy,30M,15M,45M,2006-05-16,Make and share this Roasted Garlic Potato Salad recipe from Food.com.,{NA},"{""8"", ""3"", ""1/2"", ""1 -3"", ""1"", ""1"", ""3""}","{""green onions"", ""bacon"", ""garlic powder"", ""fat free sour cream"", ""fat-free Miracle Whip""}",5,1,16,"{""Preheat oven to 425�F  Put potatoes on cookies sheet. Drizzle oil over top of potatoes, sprinkle garlic powder over potatoes.  Put in oven for 10-15 minutes until cooked. cool completely."", ""Mix together sour cream, Miracle Whip, bacon and green onion. Add to potatoes, stir well.  Chill at least two hours."", ""Enjoy!""}"
431,Chicken Cordon Bleu a Different Way,BLUEROSE,40M,25M,1H5M,2006-05-16,I came up with this recipe while trying to make Cordon Blue.  I used a Raspberry Teriyaki sauce by accident.  It was what we had on hand. I also choose to use crushed Stove top stuffing but you can use seasoned  bread brumbs.,{NA},"{""4"", ""1/4"", ""1/4"", ""1/3"", ""1/2"", ""1/2""}","{""boneless skinless chicken breasts"", ""provolone cheese"", ""all-purpose flour""}",0,0,4,"{""Preheat oven to 375 degrees."", ""Spray a 12 x 8 inch baking dish pan with cooking spray."", ""Pound chicken breasts until about 1/4-inch thick. Use the flat side of the mallet when hammering."", ""Place a piece and a half of honey ham in center of chicken along with 1 and a half of provolone cheese."", ""I put a few drop of Raspberry Teriyaki sauce on the ham and cheese."", ""Turn sides in first than roll up into a log."", ""Secure with tooth picks."", ""Put the Flour, Raspberry Teriyaki, and Seasoned bread crumbs in 3 separate dishes."", 
""Coat the chicken first in the flour. Then coat the chicken in the sauce.  And finally coat the chicken with bread crumbs."", ""Place in the pan and bake for 35 to 40 minutes."", ""Serve with a nice salad!""}"
432,Bacon Wrapped Water Chestnuts,SLColman,40M,15M,55M,2006-05-16,Make and share this Bacon Wrapped Water Chestnuts recipe from Food.com.,{NA},"{""1"", ""2"", ""1""}","{""bacon"", ""water chestnuts"", ""barbecue sauce""}",5,1,10,"{""Preheat oven to 425 degrees."", ""Line a baking sheet with foil."", ""Cut bacon slices into thirds."", ""Wrap each waterchestnut with a piece of bacon.  Secure with a toothpick and place on baking sheet."", ""Pour BBQ sauce over each bacon wrapped waterchestnut."", ""Bake at 425 until bacon is done and to the crispness that you desire.  Usually about 20 to 40 minutes."", ""Serve hot.""}"
433,Deli Stack Beef Roll Ups With Sauce,MontanaHeartSong,45M,45M,1H30M,2006-05-16,"Our family used to eat round steak pounded until it was very thin and tender, then chicken fried.  Turkey or chicken, ham, bacon and relish are in this recipe, also mustard, mayo and brown sugar. Very simple to prepare, just follow the steps.",{NA},"{""2 -3"", ""2"", ""2"", ""4"", ""1 1/2"", ""4"", ""8"", ""16"", ""16"", ""8"", ""6"", ""4"", ""8"", ""2"", NA, ""1"", ""1 1/2"", ""1/2"", NA}","{""eggs"", ""water"", ""flour"", ""bacon drippings"", ""margarine"", ""deli ham"", ""provolone cheese"", ""swiss cheese"", ""Dijon mustard"", ""brown sugar"", ""mayonnaise"", ""water"", ""salt""}",0,0,8,"{""Pound each steak portion with meat mallet or a plate."", ""Note: I use a meat tenderizer utensil with knifes in it."", ""Put flour and seasoning in a pie pan, mix."", ""Beat eggs with water and pour into another pie pan."", ""Dip each piece in beaten eggs, shake the drips back  in the pan."", ""Put each pounded piece in seasoned flour, pound in on both sides. Place on a plate."", ""Do all pieces once, then if you want to dip a second time, do so. Do not stack the dipped pieces or the coating may come off."", 
""Dip floured steak pieces in egg mixture then, again in flour mixture."", ""In medium mixing bowl, add mustard, sugar,mayonnaise, pickle relish."", ""Mix and spread two tsps dressing on each steak. Use all the dressing between the steaks."", ""Stack on top of each flour, egg dipped steak, the following:  turkey or chicken, cheese, bacon and ham."", ""Roll up and secure with toothpicks at an angle."", ""Heat bacon drippings olive oil or margarine in large frying pan."", ""Fry quickly on each side so it is browned."", 
""Place upright in a casserole dish."", ""In frying pan, pour leftover flour and seasoning, beaten eggs, soup salt and water into the grease or oil. Whisk vigorously. Heat and pour over rolled up browned steaks."", ""Preheat 375�F."", ""Cover and bake 40 to 45 minutes. Serve with noodles or rice or potatoes."", ""Note: You can add other vegetables to the gravy if you wish.""}"
434,BBQ Marmalade Chicken,EllyinCanada,1H,10M,1H10M,2006-05-16,"This is a simple dish to make, very tasty. It can be made in a crock pot or the oven. This is delicious served with steamed broccoli and mashed sweet potatoes.","{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/58/piceyMWtn.jpg""}","{""1"", ""2"", ""1"", ""12"", ""1"", ""2""}","{""orange marmalade"", ""soy sauce"", ""barbecue sauce"", ""boneless skinless chicken breasts"", ""boneless skinless chicken thighs"", ""cornstarch"", ""cold water""}",4.5,21,12,"{""In a medium-size microwave-safe bowl, stir marmalade with soy sauce. Microwave, uncovered, on high until softened, 1 minute."", ""OR melt in a saucepan, stirring often."", ""Stir in barbecue sauce."", ""Place chicken in crock pot. Pour in sauce. Stir to coat."", ""Cover and cook on high setting 4 hours or low 6 hours."", ""To bake, preheat oven to 350F {180C}. Place chicken in a large, ovenproof casserole dish that will hold at least 16 cups {4 L}. Pour sauce over chicken. Stir to evenly coat. Set on a baking sheet to catch any drips if it bubbles over."", 
""Bake, covered, in centre of preheated oven until chicken feels springy when pressed and sauce is bubbly, about 1 3/4 hours."", ""To thicken sauce, remove cooked chicken to a large serving bowl."", ""In a small bowl, stir cornstarch with water until dissolved."", ""Carefully ladle liquid from slow cooker or casserole into a medium-size saucepan."", ""Set over high heat. Bring to a boil. Stir in cornstarch mixture."", ""Reduce heat to medium. Stir until sauce thickens, 2 minutes. Pour over chicken."", ""Note: I prefer orange marmalade, ginger marmalade can be substituted. Recipe yields approximately 3 cups of sauce.""
}"
435,Pineapple Limeade,Parsley,NA,10M,10M,2006-05-16,Make and share this Pineapple Limeade recipe from Food.com.,"{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/59/picv53yBv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/59/picFqhXGM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/59/picO6apub.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/59/pic3xfvFM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/59/picYkguFt.jpg""
}","{""1/3"", ""3"", ""1/2"", ""1"", NA}","{""sugar"", ""fresh lime juice"", ""lime slice""}",5,10,10,"{""Mix sugar, pineapple juice and lime juice; stir until sugar is dissolved."", ""Chill for at least 4 hours."", ""When ready to serve, add the chilled soda."", ""Serve in glasses and garnish with lime slices.""}"
436,Venison or Moose Sausage Links With Peppers Sandwiches,MissTinkerbell,30M,10M,40M,2006-05-16,"This is a great dish my father used to make all the time. Smells great cooking, and tastes even better then it looks. I use spicy sausage, but sweet would taste great as well. Would work fine with regular sausge links as well, though I prefer Moose or Venison personally.","{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/60/01487622631.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/60/picUfMv8U.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/82/60/pic6EQk7z.jpg""}","{""6"", ""1/2"", ""1/2"", ""1/2"", ""1/2"", NA, NA, NA, NA}","{""sweet onion"", ""yellow sweet pepper"", ""green bell pepper"", ""olive oil"", ""salt"", ""pepper""}",0,0,6,"{""Heat olive oil in frying pan"", ""Brown the sausage in the oil until no longer pink outside."", ""Remove the sausage and drain on plate with paper towels."", ""Put the peppers and onions into the frying pan {add additional oil if needed}."", ""Cook until the onions are translucent."", ""Slice the sausages down the middle, but do not cut all the way through."", ""Sprinkle salt and pepper on the peppers and onion."", ""Place the sausages back into the pan with the peppers and onions, fanning them out on top."", 
""Simmer the sausages with peppers and onions for 15 minutes."", ""Serve on hoagie or sub rolls {or whatever bread you prefer}."", ""I like to add some spicey mustard to my sandwich, but add whatever condiment suites your taste.""}"
437,Fresh Tuna Salad With Avocado,JudithN.,15M,15M,30M,2006-05-16,"Olive oil-poached tuna inspires this tasty salad.  Besides spooning it into avocado halves, it can be used as a sandwich filling or as a topping for crostini.  This recipe is compliments of Fast Expert in Food and Wine Magazine.  Prep and Cooking times are estimates.",{NA},"{""1/2"", ""1"", ""1"", ""1"", NA, ""1/2"", ""2"", ""2"", ""2"", ""1"", ""2"", ""2"", ""1"", ""1/3"", ""4"", NA}","{""extra virgin olive oil"", ""fennel seed"", ""black peppercorns"", ""tuna steak"", ""salt"", ""mayonnaise"", ""mayonnaise"", ""anchovy fillets"", ""capers"", ""garlic clove"", ""fresh lemon juice"", ""celery ribs"", ""red onion"", ""oil-cured black olive"", ""Hass avocadoes"", ""alfalfa sprout""}",0,0,4,"{""In a medium saucepan, combine the olive oil, fennel seeds and peppercorns and bring to a simmer over moderately low heat.  Season the tuna with salt and add to the saucepan.  Simmer the tuna over low heat, turning once, until barely pink in the center, about 15 minutes.  Transfer to a plate and scrape off the fennel seeds and peppercorns.  Strain and reserve the oil."", ""Meanwhile, in a large bowl, blend the mayonnaise with the minced anchovies, capers, garlic and 1 Tbls. of the fresh lemon juice.  Stir the celery, onion and olives into the dressing.  Using a fork, break the tuna into 1\"" pieces, then fold into the dressing.  Season with salt."", 
""Set 2 avocado halves on each of 4 plates, skin side down.  Drizzle the avocado flesh with some of the reserved spice-infused olive oil and the remaining 1 Tbls. of fresh lemon juice.  Spoon about 1/2 cup tuna salad into the center of each avocado.  Top with pea shoots or alfalfa sprouts and serve.""}"
